>>time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019/7/6,35.618,-117.4396667,3.66,2.83,ml,26,68,0.0364,0.21,ci,ci38461495,2019-07-06T10:18:48.489Z,"17km S of Searles Valley, CA",earthquake,0.36,0.84,0.171,26,automatic,ci,ci
2019/7/6,35.8983333,-117.7213333,5.5,2.7,ml,21,47,0.09334,0.2,ci,ci38461463,2019-07-06T10:14:51.438Z,"17km ESE of Little Lake, CA",earthquake,0.33,1.26,0.12,26,automatic,ci,ci
2019/7/6,35.9006667,-117.7275,3.15,2.72,ml,22,44,0.08788,0.2,ci,ci38461455,2019-07-06T20:46:56.776Z,"17km ESE of Little Lake, CA",earthquake,0.3,1.24,0.196,25,automatic,ci,ci
2019/7/6,35.5755,-117.5176667,10.36,3.52,ml,52,35,0.04653,0.16,ci,ci38461447,2019-12-11T20:19:41.481Z,"15km ESE of Ridgecrest, CA",earthquake,0.13,0.29,0.198,40,reviewed,ci,ci
2019/7/6,35.7856667,-117.6133333,10.33,3.04,ml,35,58,0.03265,0.11,ci,ci38461431,2020-01-21T20:10:43.356Z,"19km W of Searles Valley, CA",earthquake,0.15,0.31,0.19,24,reviewed,ci,ci
2019/7/6,35.8638333,-117.6866667,9.8,3.26,ml,29,42,0.08415,0.11,ci,ci38461423,2020-01-07T21:47:48.580Z,"21km ESE of Little Lake, CA",earthquake,0.14,0.29,0.17,94,reviewed,ci,ci
2019/7/6,35.8896667,-117.5975,-0.06,2.74,ml,16,68,0.04606,0.33,ci,ci38461415,2019-07-06T10:11:58.794Z,"22km NW of Searles Valley, CA",earthquake,0.69,31.61,0.161,5,automatic,ci,ci
2019/7/6,35.9303333,-117.7171667,0.53,2.74,ml,22,53,0.08376,0.3,ci,ci38461407,2019-07-06T10:11:24.283Z,"17km E of Little Lake, CA",earthquake,0.39,0.74,0.209,25,automatic,ci,ci
2019/7/6,35.9036667,-117.7263333,3.94,3.41,ml,40,37,0.07582,0.14,ci,ci38461391,2019-12-18T20:12:59.564Z,"17km ESE of Little Lake, CA",earthquake,0.12,0.32,0.07,31,reviewed,ci,ci
2019/7/6,35.6763333,-117.5388333,4.83,3,ml,24,60,0.1092,0.12,ci,ci38461383,2020-01-21T19:57:45.265Z,"14km ENE of Ridgecrest, CA",earthquake,0.17,0.51,0.235,12,reviewed,ci,ci
2019/7/6,35.7401667,-117.5715,3.66,2.78,ml,29,56,0.07832,0.14,ci,ci38461359,2019-11-14T23:55:11.475Z,"15km WSW of Searles Valley, CA",earthquake,0.17,0.62,0.147,31,reviewed,ci,ci
2019/7/6,35.7395,-117.5715,2.26,2.72,ml,25,66,0.07896,0.16,ci,ci38461367,2019-07-07T00:50:06.635Z,"15km WSW of Searles Valley, CA",earthquake,0.24,0.82,0.133,25,reviewed,ci,ci
2019/7/6,35.6503333,-117.4563333,4.23,2.96,ml,29,67,0.06387,0.14,ci,ci38461351,2020-01-27T20:30:18.450Z,"14km SSW of Searles Valley, CA",earthquake,0.17,0.36,0.172,24,reviewed,ci,ci
2019/7/6,35.727,-117.5918333,10.79,3.18,ml,39,56,0.08867,0.15,ci,ci38461335,2020-01-07T21:36:38.160Z,"14km NNE of Ridgecrest, CA",earthquake,0.17,0.34,0.14,43,reviewed,ci,ci
2019/7/6,35.6905,-117.5305,8.41,3.04,ml,20,61,0.1177,0.09,ci,ci38461327,2019-12-05T17:05:45.820Z,"14km SW of Searles Valley, CA",earthquake,0.13,0.45,0.208,12,reviewed,ci,ci
2019/7/6,35.925,-117.7103333,3.62,2.85,ml,23,46,0.08881,0.13,ci,ci38461319,2019-07-06T18:48:20.763Z,"18km E of Little Lake, CA",earthquake,0.19,0.63,0.159,26,automatic,ci,ci
2019/7/6,35.7871667,-117.6373333,8.88,3.48,ml,37,52,0.04314,0.14,ci,ci37264308,2020-03-11T18:41:22.550Z,"19km N of Ridgecrest, CA",earthquake,0.14,0.35,0.143,25,reviewed,ci,ci
2019/7/6,35.883,-117.7105,7.28,3.75,mw,57,38,0.08643,0.15,ci,ci38461311,2019-12-11T19:04:55.067Z,"19km ESE of Little Lake, CA",earthquake,0.11,0.34,,6,reviewed,ci,ci
2019/7/6,35.9531667,-117.7016667,5.38,3.08,ml,39,42,0.08297,0.11,ci,ci38461295,2020-01-21T19:49:41.170Z,"18km E of Little Lake, CA",earthquake,0.11,0.37,0.178,25,reviewed,ci,ci
2019/7/6,35.695,-117.533,7.37,2.52,ml,17,60,0.1227,0.13,ci,ci38461279,2019-11-25T22:43:01.425Z,"14km SW of Searles Valley, CA",earthquake,0.21,1.07,0.122,10,reviewed,ci,ci
2019/7/6,35.9076667,-117.7301667,4.38,2.75,ml,23,41,0.08234,0.14,ci,ci38461239,2019-07-06T20:45:49.178Z,"16km ESE of Little Lake, CA",earthquake,0.22,0.57,0.148,26,automatic,ci,ci
2019/7/6,35.9288333,-117.3335,12.03,2.58,ml,9,103,0.05557,0.2,ci,ci38461215,2019-07-06T18:14:27.162Z,"19km NNE of Trona, CA",earthquake,0.69,0.78,0.186,42,reviewed,ci,ci
2019/7/6,35.8968333,-117.7198333,6.76,2.68,ml,25,39,0.09518,0.15,ci,ci38461199,2019-07-06T10:02:48.910Z,"17km ESE of Little Lake, CA",earthquake,0.25,0.62,0.176,27,automatic,ci,ci
2019/7/6,35.5885,-117.3786667,5.46,2.54,ml,13,95,0.06445,0.16,ci,ci38461191,2019-12-04T23:22:41.601Z,"20km S of Trona, CA",earthquake,0.27,0.52,0.17,10,reviewed,ci,ci
2019/7/6,35.7106667,-117.578,8.88,3.06,ml,36,56,0.106,0.15,ci,ci38461183,2020-01-21T19:38:32.570Z,"13km NE of Ridgecrest, CA",earthquake,0.17,0.51,0.096,24,reviewed,ci,ci
2019/7/6,35.905,-117.6926667,3.04,2.63,ml,9,88,0.05487,0.05,ci,ci38461175,2019-07-11T18:49:37.059Z,"20km E of Little Lake, CA",earthquake,0.18,0.93,0.085,5,reviewed,ci,ci
2019/7/6,35.894,-117.7208333,7.52,3.22,ml,46,37,0.09246,0.13,ci,ci38461159,2019-12-18T19:42:09.860Z,"17km ESE of Little Lake, CA",earthquake,0.12,0.35,0.138,31,reviewed,ci,ci
2019/7/6,35.8805,-117.713,4.24,3.39,ml,57,36,0.08325,0.12,ci,ci38461151,2019-12-18T19:25:59.110Z,"18km ESE of Little Lake, CA",earthquake,0.09,0.23,0.164,39,reviewed,ci,ci
2019/7/6,35.7463341,-117.5758362,1.99,2.63,ml,16,74,0.152,0.12,ci,ci38461135,2019-07-06T20:41:35.412Z,"16km W of Searles Valley, CA",earthquake,0.33,0.75,0.196,8,automatic,ci,ci
2019/7/6,35.8015,-117.6278333,2.81,3.39,ml,49,52,0.02845,0.14,ci,ci38461127,2019-12-18T19:05:49.720Z,"20km NNE of Ridgecrest, CA",earthquake,0.11,0.24,0.155,45,reviewed,ci,ci
2019/7/6,35.7393333,-117.4785,3.88,2.52,ml,19,82,0.1232,0.22,ci,ci38461119,2019-07-06T09:50:04.899Z,"7km WSW of Searles Valley, CA",earthquake,0.37,1.16,0.14,28,automatic,ci,ci
2019/7/6,35.8251667,-117.6466667,7.88,2.73,ml,28,37,0.04104,0.22,ci,ci38461079,2019-07-06T18:00:47.598Z,"23km WNW of Searles Valley, CA",earthquake,0.32,0.92,0.159,25,automatic,ci,ci
2019/7/6,35.9128333,-117.7306667,4.33,2.6,ml,25,38,0.07949,0.15,ci,ci38461063,2019-07-06T09:53:07.090Z,"16km E of Little Lake, CA",earthquake,0.23,0.6,0.177,24,automatic,ci,ci
2019/7/6,35.9023333,-117.7281667,2.85,2.57,ml,20,60,0.08651,0.2,ci,ci38461055,2019-07-06T20:41:20.233Z,"16km ESE of Little Lake, CA",earthquake,0.3,0.72,0.139,26,automatic,ci,ci
2019/7/6,35.5745,-117.5125,6.67,2.83,ml,9,93,0.04271,0.19,ci,ci38461047,2019-07-07T02:02:19.617Z,"16km ESE of Ridgecrest, CA",earthquake,0.52,1.07,0.224,34,reviewed,ci,ci
2019/7/6,35.8258333,-117.6515,1.63,2.54,ml,17,73,0.04502,0.21,ci,ci38461039,2019-07-06T09:43:02.445Z,"23km N of Ridgecrest, CA",earthquake,0.34,0.56,0.236,27,automatic,ci,ci
2019/7/6,35.8566667,-117.6283333,6.47,2.66,ml,20,67,0.08178,0.27,ci,ci38461031,2019-07-06T19:34:44.275Z,"22km WNW of Searles Valley, CA",earthquake,0.51,1.43,0.14,26,automatic,ci,ci
2019/7/6,35.8736667,-117.7036667,7.87,3.15,ml,45,37,0.08182,0.12,ci,ci38461023,2020-01-07T21:26:34.340Z,"20km ESE of Little Lake, CA",earthquake,0.11,0.33,0.144,90,reviewed,ci,ci
2019/7/6,35.9011667,-117.7016667,2.66,2.7,ml,23,44,0.08816,0.17,ci,ci38461015,2019-07-06T22:37:27.860Z,"19km ESE of Little Lake, CA",earthquake,0.23,0.4,0.116,27,automatic,ci,ci
2019/7/6,35.8871667,-117.7133333,7.69,3.51,mlr,20,52,0.07927,0.1,ci,ci38461007,2019-12-10T23:00:15.805Z,"18km ESE of Little Lake, CA",earthquake,0.16,0.43,0.177,13,reviewed,ci,ci
2019/7/6,35.8953333,-117.7235,4.91,3.6,mlr,37,37,0.09289,0.18,ci,ci38460999,2019-12-10T22:53:45.513Z,"17km ESE of Little Lake, CA",earthquake,0.17,0.55,0.219,30,reviewed,ci,ci
2019/7/6,35.875,-117.7206667,8.05,3.2,ml,37,33,0.07541,0.09,ci,ci38460991,2019-12-18T18:50:37.800Z,"18km ESE of Little Lake, CA",earthquake,0.11,0.31,0.16,22,reviewed,ci,ci
2019/7/6,35.897,-117.7225,5.59,3.08,ml,10,60,0.09473,0.15,ci,ci37264300,2020-03-11T18:05:09.545Z,"17km ESE of Little Lake, CA",earthquake,0.34,1.68,0.023,1,reviewed,ci,ci
2019/7/6,35.9563333,-117.6798333,2.25,3.32,ml,11,105,0.06666,0.08,ci,ci37264292,2020-03-11T17:53:03.612Z,"20km E of Little Lake, CA",earthquake,0.17,0.23,0.123,4,reviewed,ci,ci
2019/7/6,35.9,-117.7255,4.17,3.45,mlr,15,58,0.07747,0.14,ci,ci37264284,2020-03-11T17:42:27.178Z,"17km ESE of Little Lake, CA",earthquake,0.24,0.61,0.134,8,reviewed,ci,ci
2019/7/6,35.9098333,-117.7323333,4.15,4.49,mw,64,36,0.0766,0.13,ci,ci38460983,2019-09-26T14:30:38.040Z,"16km E of Little Lake, CA",earthquake,0.09,0.24,,6,reviewed,ci,ci
2019/7/6,35.7443333,-117.5895,10.83,3.47,ml,24,70,0.07155,0.1,ci,ci37264204,2020-03-11T00:58:35.884Z,"16km NNE of Ridgecrest, CA",earthquake,0.15,0.3,0.073,12,reviewed,ci,ci
2019/7/6,35.8881667,-117.7153333,4.09,3.39,ml,9,65,0.08905,0.06,ci,ci37264196,2020-03-11T00:39:11.532Z,"18km ESE of Little Lake, CA",earthquake,0.16,0.62,0.068,4,reviewed,ci,ci
2019/7/6,35.8811667,-117.7175,5.5,4.41,mlr,59,35,0.08204,0.15,ci,ci38460975,2020-03-11T00:32:36.775Z,"18km ESE of Little Lake, CA",earthquake,0.11,0.4,0.246,35,reviewed,ci,ci
2019/7/6,35.9226667,-117.7288333,2.38,3.38,ml,5,209,0.07688,0.05,ci,ci37264188,2020-03-11T00:25:04.020Z,"16km E of Little Lake, CA",earthquake,0.44,0.32,0.043,3,reviewed,ci,ci
2019/7/6,35.9011667,-117.7291667,4.46,3.48,ml,10,70,0.07915,0.06,ci,ci37264180,2020-03-10T23:51:51.395Z,"16km ESE of Little Lake, CA",earthquake,0.16,0.45,0.074,6,reviewed,ci,ci
2019/7/6,35.887,-117.7168333,4.78,4.24,mlr,25,64,0.08126,0.16,ci,ci37258076,2020-03-10T22:18:04.083Z,"18km ESE of Little Lake, CA",earthquake,0.19,0.45,0.119,14,reviewed,ci,ci
2019/7/6,35.898,-117.7271667,3.95,4.89,mw,67,37,0.0896,0.16,ci,ci38460967,2019-09-26T14:30:38.040Z,"17km ESE of Little Lake, CA",earthquake,0.13,0.38,,6,reviewed,ci,ci
2019/7/6,35.9465,-117.7403333,3.03,2.93,ml,29,41,0.06283,0.1,ci,ci38460959,2020-01-27T20:17:53.960Z,"15km E of Little Lake, CA",earthquake,0.13,0.4,0.198,16,reviewed,ci,ci
2019/7/6,35.6183333,-117.5836667,10.78,3.51,ml,34,66,0.104,0.14,ci,ci38460951,2019-12-11T18:16:39.085Z,"8km E of Ridgecrest, CA",earthquake,0.16,0.35,0.146,17,reviewed,ci,ci
2019/7/6,35.8928333,-117.7165,1.8,2.74,ml,25,38,0.09283,0.25,ci,ci38460943,2019-07-06T09:30:44.763Z,"18km ESE of Little Lake, CA",earthquake,0.34,0.62,0.172,18,automatic,ci,ci
2019/7/6,35.9095,-117.7401667,9.47,2.99,ml,7,116,0.07445,0.04,ci,ci37264164,2020-03-10T21:59:40.975Z,"15km ESE of Little Lake, CA",earthquake,0.18,0.53,0.068,5,reviewed,ci,ci
2019/7/6,35.8015,-117.641,1.2,3.59,mw,36,53,0.0381,0.22,ci,ci38460927,2020-03-10T22:12:11.674Z,"20km N of Ridgecrest, CA",earthquake,0.22,0.39,,4,reviewed,ci,ci
2019/7/6,36.063,-117.8526667,1.86,3.25,ml,37,54,0.0545,0.15,ci,ci38460911,2020-01-21T19:26:24.890Z,"9km ENE of Coso Junction, CA",earthquake,0.13,0.19,0.253,102,reviewed,ci,ci
2019/7/6,35.7483333,-117.569,4.35,3.17,ml,38,44,0.07114,0.16,ci,ci38460895,2020-01-14T01:27:10.750Z,"15km W of Searles Valley, CA",earthquake,0.16,0.44,0.167,32,reviewed,ci,ci
2019/7/6,35.8748333,-117.7216667,7.75,3.06,ml,37,33,0.07487,0.09,ci,ci38460887,2020-01-21T19:15:16.830Z,"18km ESE of Little Lake, CA",earthquake,0.12,0.3,0.166,29,reviewed,ci,ci
2019/7/6,35.8258333,-117.65,4.2,2.71,ml,27,38,0.04383,0.2,ci,ci38460863,2019-07-06T09:30:18.240Z,"23km N of Ridgecrest, CA",earthquake,0.27,0.62,0.199,25,automatic,ci,ci
2019/7/6,35.7126667,-117.5276667,12.19,2.74,ml,21,76,0.1175,0.23,ci,ci38460855,2019-07-06T09:21:41.715Z,"13km WSW of Searles Valley, CA",earthquake,0.44,1.04,0.183,25,automatic,ci,ci
2019/7/6,35.9146667,-117.7125,2.98,2.56,ml,26,43,0.09213,0.21,ci,ci38460839,2019-07-06T09:20:22.598Z,"18km E of Little Lake, CA",earthquake,0.28,1.57,0.178,25,automatic,ci,ci
2019/7/6,35.9125,-117.7346667,3.13,2.81,ml,20,46,0.07678,0.19,ci,ci38460823,2019-07-06T09:18:36.776Z,"16km E of Little Lake, CA",earthquake,0.32,1.27,0.245,25,automatic,ci,ci
2019/7/6,35.8265,-117.6661667,7.23,2.99,ml,35,42,0.05682,0.12,ci,ci38460791,2019-12-05T16:48:26.360Z,"23km N of Ridgecrest, CA",earthquake,0.15,0.36,0.11,17,reviewed,ci,ci
2019/7/6,35.9113333,-117.7466667,4.46,2.5,ml,23,48,0.06903,0.22,ci,ci38460783,2019-07-06T09:15:45.723Z,"15km E of Little Lake, CA",earthquake,0.38,0.92,0.19,25,automatic,ci,ci
2019/7/6,35.8815,-117.7231667,3.49,3.44,ml,56,34,0.08029,0.13,ci,ci38460743,2019-12-18T18:40:17.550Z,"18km ESE of Little Lake, CA",earthquake,0.09,0.3,0.171,41,reviewed,ci,ci
2019/7/6,35.7366667,-117.5683333,6.85,2.66,ml,24,66,0.08239,0.21,ci,ci38460735,2019-07-06T09:11:05.141Z,"15km WSW of Searles Valley, CA",earthquake,0.3,0.89,0.094,25,automatic,ci,ci
2019/7/6,35.6735,-117.4728333,3.08,3.37,ml,49,55,0.08724,0.15,ci,ci38460727,2019-12-18T00:40:08.470Z,"12km SSW of Searles Valley, CA",earthquake,0.13,0.29,0.156,32,reviewed,ci,ci
2019/7/6,35.7981,-117.6196,8.19,3,ml,,85,0.322,0.76,us,us70004c7n,2019-09-26T14:30:37.040Z,"19km W of Searles Valley, California",earthquake,0.8,9.4,0.046,62,reviewed,us,us
2019/7/6,35.8473333,-117.6775,3.58,2.59,ml,13,75,0.07224,0.25,ci,ci38460695,2019-07-06T09:08:09.849Z,"23km ESE of Little Lake, CA",earthquake,0.49,1.36,0.099,26,automatic,ci,ci
2019/7/6,35.7068333,-117.5576667,11.01,2.5,ml,18,73,0.1134,0.22,ci,ci38460687,2019-07-06T20:38:53.366Z,"14km NE of Ridgecrest, CA",earthquake,0.47,0.94,0.149,7,automatic,ci,ci
2019/7/6,35.6878333,-117.5343333,9.92,2.98,ml,26,77,0.1169,0.14,ci,ci38460671,2019-12-05T01:55:50.570Z,"15km SW of Searles Valley, CA",earthquake,0.2,0.48,0.157,48,reviewed,ci,ci
2019/7/6,35.9196667,-117.761,7.79,2.8,ml,8,83,0.05474,0.2,ci,ci38460679,2019-07-06T09:07:00.843Z,"13km E of Little Lake, CA",earthquake,0.83,2.04,0.31,19,automatic,ci,ci
2019/7/6,35.5678333,-117.3676667,5.26,3.05,ml,31,66,0.04287,0.16,ci,ci38460655,2020-01-21T19:03:09.620Z,"22km S of Trona, CA",earthquake,0.22,0.4,0.171,49,reviewed,ci,ci
2019/7/6,35.5836667,-117.6823333,8.88,2.56,ml,5,222,0.2416,0.13,ci,ci38460663,2019-07-06T09:05:55.838Z,"4km S of Ridgecrest, CA",earthquake,2.1,31.61,0.151,3,automatic,ci,ci
2019/7/6,35.899,-117.7313333,5.31,2.99,ml,21,57,0.08626,0.09,ci,ci38460647,2020-01-07T21:06:13.909Z,"16km ESE of Little Lake, CA",earthquake,0.13,0.49,0.18,15,reviewed,ci,ci
2019/7/6,35.5498333,-117.3855,3.71,3.96,mw,34,71,0.03015,0.17,ci,ci38460639,2019-09-26T14:30:47.040Z,"24km S of Trona, CA",earthquake,0.22,0.56,,4,reviewed,ci,ci
2019/7/6,35.6021667,-117.3878333,6.72,3.6,mlr,27,73,0.06259,0.12,ci,ci38460631,2020-03-28T16:16:12.374Z,"18km S of Trona, CA",earthquake,0.26,0.57,0.203,3,reviewed,ci,ci
2019/7/6,35.8635,-117.6716667,3.87,3.29,ml,29,46,0.07682,0.11,ci,ci38460623,2020-01-07T20:59:13.740Z,"23km ESE of Little Lake, CA",earthquake,0.13,0.32,0.134,19,reviewed,ci,ci
2019/7/6,35.9103333,-117.7301667,2.89,2.51,ml,26,40,0.08102,0.18,ci,ci38460615,2019-07-06T09:09:47.660Z,"16km E of Little Lake, CA",earthquake,0.26,0.74,0.339,23,automatic,ci,ci
2019/7/6,35.6738333,-117.5416667,8.86,2.71,ml,17,95,0.1086,0.15,ci,ci38460607,2019-07-06T09:01:41.280Z,"14km ENE of Ridgecrest, CA",earthquake,0.35,0.98,0.126,33,automatic,ci,ci
2019/7/6,35.667,-117.4226667,8.64,2.76,ml,13,152,0.08654,0.32,ci,ci38460599,2019-07-06T20:29:11.697Z,"11km S of Searles Valley, CA",earthquake,1.14,3.06,0.307,26,automatic,ci,ci
2019/7/6,35.9248333,-117.7128333,4.26,2.54,ml,16,44,0.08855,0.15,ci,ci38460591,2019-07-11T18:59:56.050Z,"18km E of Little Lake, CA",earthquake,0.23,0.52,0.102,23,reviewed,ci,ci
2019/7/6,35.6463333,-117.4381667,7.28,2.64,ml,11,121,0.06283,0.18,ci,ci37421141,2019-07-11T19:03:04.104Z,"14km SSW of Searles Valley, CA",earthquake,0.38,1.08,0.045,2,reviewed,ci,ci
2019/7/6,35.6341667,-117.4318333,5.92,2.57,ml,19,97,0.05361,0.15,ci,ci38460527,2019-07-06T13:46:40.160Z,"15km S of Searles Valley, CA",earthquake,0.31,0.72,0.211,26,automatic,ci,ci
2019/7/6,35.677,-117.5856667,9.19,3.27,ml,40,57,0.1351,0.16,ci,ci38460471,2019-12-18T00:00:57.950Z,"10km NE of Ridgecrest, CA",earthquake,0.17,0.49,0.154,22,reviewed,ci,ci
2019/7/6,35.7006667,-117.5088333,10.49,2.64,ml,16,102,0.1201,0.17,ci,ci38460439,2019-07-06T13:38:23.938Z,"12km SW of Searles Valley, CA",earthquake,0.3,0.76,0.119,32,automatic,ci,ci
2019/7/6,35.6465,-117.4338333,8.38,2.73,ml,19,94,0.06418,0.14,ci,ci38460431,2019-07-06T20:23:08.895Z,"14km SSW of Searles Valley, CA",earthquake,0.3,0.66,0.151,29,automatic,ci,ci
2019/7/6,35.905,-117.7355,3.38,3.13,ml,26,44,0.08008,0.11,ci,ci37264148,2020-03-10T21:33:40.871Z,"16km ESE of Little Lake, CA",earthquake,0.14,0.43,0.136,18,reviewed,ci,ci
2019/7/6,35.871,-117.6935,3.48,2.52,ml,16,76,0.08512,0.05,ci,ci37264156,2020-03-10T21:40:45.068Z,"20km ESE of Little Lake, CA",earthquake,0.14,0.54,0.182,3,reviewed,ci,ci
2019/7/6,35.7016667,-117.5096667,2.55,3.35,ml,53,38,0.1212,0.15,ci,ci38460415,2019-12-17T23:50:54.160Z,"12km SW of Searles Valley, CA",earthquake,0.12,0.27,0.199,25,reviewed,ci,ci
2019/7/6,35.8996667,-117.7041667,5.62,2.82,ml,18,44,0.1034,0.18,ci,ci38460399,2019-07-06T13:37:50.879Z,"19km ESE of Little Lake, CA",earthquake,0.32,1.38,0.142,18,automatic,ci,ci
2019/7/6,35.6088333,-117.4176667,4.27,2.71,ml,9,126,0.04259,0.08,ci,ci38460391,2020-01-07T20:26:27.940Z,"18km SSW of Trona, CA",earthquake,0.2,0.3,0.067,6,reviewed,ci,ci
2019/7/6,35.922,-117.7103333,2.78,3.09,ml,33,37,0.08922,0.09,ci,ci38460375,2020-01-14T00:03:48.650Z,"18km E of Little Lake, CA",earthquake,0.1,0.2,0.115,13,reviewed,ci,ci
2019/7/6,35.9675,-117.312,3.97,2.57,ml,16,69,0.07986,0.23,ci,ci38460359,2019-07-06T20:22:36.342Z,"23km NNE of Trona, CA",earthquake,0.5,1.26,0.197,22,automatic,ci,ci
2019/7/6,35.6788333,-117.493,1.38,3.07,ml,31,63,0.09549,0.11,ci,ci38460335,2020-01-21T18:53:03.980Z,"13km SW of Searles Valley, CA",earthquake,0.12,0.26,0.16,33,reviewed,ci,ci
2019/7/6,35.8133333,-117.637,6.09,2.83,ml,16,59,0.03219,0.16,ci,ci38460319,2019-07-06T08:39:07.378Z,"22km WNW of Searles Valley, CA",earthquake,0.3,0.6,0.128,6,automatic,ci,ci
2019/7/6,35.639,-117.4913333,3.14,4.56,mw,83,24,0.05751,0.15,ci,ci38460311,2019-09-26T14:30:37.040Z,"16km SSW of Searles Valley, CA",earthquake,0.11,0.27,,6,reviewed,ci,ci
2019/7/6,35.7176667,-117.5425,7.25,2.63,ml,19,68,0.1076,0.19,ci,ci38460303,2019-07-06T08:36:31.327Z,"14km WSW of Searles Valley, CA",earthquake,0.33,0.93,0.149,8,automatic,ci,ci
2019/7/6,35.6201667,-117.435,6.42,2.64,ml,21,122,0.04025,0.21,ci,ci38460295,2019-07-06T12:58:34.974Z,"17km S of Searles Valley, CA",earthquake,0.39,0.96,0.132,27,automatic,ci,ci
2019/7/6,35.8936667,-117.7228333,4.24,3.23,ml,36,37,0.07992,0.13,ci,ci38460279,2020-01-07T20:04:55.950Z,"17km ESE of Little Lake, CA",earthquake,0.14,0.31,0.151,25,reviewed,ci,ci
2019/7/6,35.6931667,-117.4748333,0.36,2.51,ml,12,104,0.1578,0.26,ci,ci38460271,2019-07-06T08:34:23.162Z,"10km SW of Searles Valley, CA",earthquake,0.63,31.61,0.181,26,automatic,ci,ci
2019/7/6,35.9235,-117.6915,3.06,2.86,ml,20,49,0.07389,0.14,ci,ci38460263,2020-01-27T19:50:39.517Z,"19km E of Little Lake, CA",earthquake,0.2,0.84,0.14,8,reviewed,ci,ci
2019/7/6,35.6318333,-117.4105,3.15,3.59,mlr,52,26,0.06181,0.15,ci,ci38460255,2019-12-11T01:30:02.651Z,"15km S of Trona, CA",earthquake,0.13,0.43,0.163,179,reviewed,ci,ci
2019/7/6,35.8945,-117.726,4.27,2.7,ml,20,41,0.09139,0.24,ci,ci38460247,2019-07-06T08:31:52.246Z,"17km ESE of Little Lake, CA",earthquake,0.38,1.06,0.176,15,automatic,ci,ci
2019/7/6,35.8988333,-117.7196667,3.71,2.79,ml,10,135,0.09421,0.19,ci,ci38460239,2019-07-11T18:55:44.324Z,"17km ESE of Little Lake, CA",earthquake,0.44,1.36,0.115,4,reviewed,ci,ci
2019/7/6,35.7996667,-117.5851667,12.05,2.77,ml,13,154,0.01892,0.22,ci,ci38460231,2019-07-06T08:31:13.241Z,"17km WNW of Searles Valley, CA",earthquake,0.67,0.86,0.146,3,automatic,ci,ci
2019/7/6,35.8965,-117.7306667,4.98,3.53,ml,29,36,0.08817,0.1,ci,ci37264140,2020-03-10T21:13:46.522Z,"16km ESE of Little Lake, CA",earthquake,0.12,0.5,0.152,15,reviewed,ci,ci
2019/7/6,35.5693333,-117.388,7.04,3.27,ml,11,186,0.04824,0.3,ci,ci38460223,2019-12-17T22:11:05.260Z,"22km S of Trona, CA",earthquake,1.18,0.79,0.306,7,reviewed,ci,ci
2019/7/6,35.892,-117.7303333,3.13,2.74,ml,23,41,0.08787,0.23,ci,ci38460199,2019-07-06T08:27:58.607Z,"17km ESE of Little Lake, CA",earthquake,0.36,1.66,0.169,26,automatic,ci,ci
2019/7/6,35.67,-117.5503333,4.46,2.83,ml,25,59,0.11,0.16,ci,ci38460175,2019-07-06T08:25:43.592Z,"13km ENE of Ridgecrest, CA",earthquake,0.22,0.77,0.113,26,automatic,ci,ci
2019/7/6,35.9031667,-117.6955,5.11,2.67,ml,25,46,0.1094,0.22,ci,ci38460151,2019-07-06T08:24:19.587Z,"19km E of Little Lake, CA",earthquake,0.34,2.08,0.144,24,automatic,ci,ci
2019/7/6,35.6885,-117.5313333,4.84,2.76,ml,23,60,0.1163,0.16,ci,ci38460135,2019-07-06T20:20:03.597Z,"14km SW of Searles Valley, CA",earthquake,0.28,0.87,0.113,26,automatic,ci,ci
2019/7/6,35.9155,-117.7261667,1.6,2.63,ml,19,42,0.08161,0.19,ci,ci38460127,2019-07-06T08:21:50.541Z,"16km E of Little Lake, CA",earthquake,0.31,0.51,0.128,26,automatic,ci,ci
2019/7/6,35.862,-117.6725,4.03,2.59,ml,27,43,0.07644,0.12,ci,ci38460079,2019-11-12T18:58:07.939Z,"23km ESE of Little Lake, CA",earthquake,0.16,0.39,0.106,22,reviewed,ci,ci
2019/7/6,35.6546667,-117.4696667,1.89,2.75,ml,23,65,0.06829,0.19,ci,ci37237460,2019-11-12T01:47:08.006Z,"14km SSW of Searles Valley, CA",earthquake,0.25,0.47,0.134,22,reviewed,ci,ci
2019/7/6,35.9028333,-117.7401667,7.73,2.58,ml,16,110,0.07821,0.11,ci,ci37237452,2019-11-12T01:43:18.721Z,"16km ESE of Little Lake, CA",earthquake,0.22,0.51,0.181,10,reviewed,ci,ci
2019/7/6,35.9103333,-117.7116667,6.84,2.65,ml,12,130,0.09278,0.15,ci,ci37237436,2019-11-12T00:04:29.048Z,"18km E of Little Lake, CA",earthquake,0.57,31.61,0.136,6,reviewed,ci,ci
2019/7/6,35.6733333,-117.5446667,6.22,2.51,ml,19,115,0.1096,0.14,ci,ci38460055,2019-11-12T00:07:32.263Z,"13km ENE of Ridgecrest, CA",earthquake,0.23,0.74,0.201,15,reviewed,ci,ci
2019/7/6,35.6943333,-117.5268333,8.38,2.55,ml,23,61,0.1198,0.18,ci,ci37237428,2019-11-11T22:44:42.222Z,"14km SW of Searles Valley, CA",earthquake,0.25,0.96,0.099,13,reviewed,ci,ci
