# lon lat depth mag.
121.897 24.189 1.1 3.71
121.260 21.963 16.1 3.36
121.956 24.366 23.3 3.65
121.768 24.165 1.5 3.11
122.525 24.600 10.1 3.26
120.490 23.310 22.2 3.3
120.698 22.882 13.4 3.29
121.841 24.238 1.9 3.26
121.766 23.545 36.3 3.59
122.054 24.521 1.5 3.19
121.981 24.386 28.5 3.07
121.787 24.262 58.1 3.07
121.989 24.397 28.5 3.01
121.886 24.194 7.9 3.37
122.474 24.588 1.1 3.31
121.753 23.839 29.9 3.22
122.155 24.142 0.9 3.67
122.239 24.107 9.6 3.45
121.448 23.722 7.1 3.48
122.298 24.143 26.2 3.23
121.009 22.441 1.7 3.23
120.963 21.951 10.7 4.15
121.832 23.838 38.1 3.19
121.941 24.459 7.3 3.58
122.075 23.634 17.6 3.52
121.743 24.175 4.2 3.1
121.557 24.700 65.5 3.63
121.014 23.817 8.6 3.11
121.800 21.637 121.3 3.91
122.288 24.387 23.1 3.36
121.362 23.145 7.3 3.39
121.647 23.838 34.8 3.01
121.548 24.055 20.9 3.33
122.658 23.851 4.0 4.05
121.824 24.611 63.8 3.61
121.650 23.529 5.7 3.04
121.594 24.730 58.2 3.54
122.777 24.711 125.4 3.8
121.731 24.100 31.6 3.23
122.008 24.904 89.5 3.35
121.978 24.358 27.5 3.03
121.948 24.367 25.3 3.02
121.358 23.052 11.8 3.75
121.366 23.056 21.9 3.3
121.772 23.808 42.5 3.19
120.895 22.830 5.4 3.11
121.858 21.884 21.4 4.23
122.270 24.869 6.0 3.04
122.157 24.842 1.2 3.39
122.276 24.873 5.5 3.46
120.884 23.058 5.8 3.27
122.389 24.801 97.1 3.58
120.835 23.564 2.7 3.14
121.981 24.897 91.9 3.01
122.036 24.366 7.2 3.57
121.860 24.388 1.7 3.08
120.971 23.137 5.2 3.05
122.295 24.847 1.0 3.2
122.272 24.870 5.1 3.77
121.374 23.028 13.5 3.26
121.801 25.058 166.5 3.1
121.967 24.791 102.7 3.41
121.646 22.675 23.7 3.88
122.915 23.906 9.3 4.64
121.610 23.808 2.1 3.41
121.788 24.218 3.9 3.15
122.159 24.033 3.3 3.11
122.382 23.869 9.0 4.02
121.533 23.866 2.2 3.29
122.394 23.923 10.3 3.94
122.254 24.078 0.8 3.71
122.385 23.937 22.0 3.38
122.034 24.724 70.8 3.17
122.391 23.805 17.7 3.37
121.779 23.818 41.6 3.94
120.960 23.140 1.5 3.64
121.418 22.915 5.2 3.24
121.300 22.337 9.1 3.38
120.880 22.536 46.3 4.69
121.952 23.223 18.1 3.6
122.719 24.067 49.0 3.49
121.581 22.453 15.3 3.05
121.924 24.937 113.3 3.08
122.457 24.573 77.9 3.24
121.783 23.163 32.7 3.28
121.833 24.386 13.2 3.19
120.958 23.131 0.8 4.05
120.948 23.133 3.0 3.23
121.910 23.815 14.7 3.19
121.819 23.718 30.9 3.38
121.329 23.345 8.3 3.54
122.098 24.084 13.0 3.73
122.012 24.104 18.1 3.77
122.065 24.102 9.1 4.34
121.576 22.931 2.7 3.59
120.648 23.449 4.3 3.36
120.917 24.053 9.4 3.48
121.422 23.425 22.6 3.17
122.005 24.345 24.3 3.03
121.825 24.259 2.7 3.21
121.623 23.698 25.8 3.3
120.925 22.931 19.3 3.13
122.040 24.108 3.3 3.28
121.991 24.393 27.0 3.39
121.172 23.036 1.7 3.04
120.449 23.200 16.0 3.09
121.907 24.468 12.2 3.05
121.988 24.644 60.4 4.58
122.347 24.861 7.4 3.41
121.486 23.662 0.9 3.73
122.436 23.940 3.2 4.06
121.380 22.903 9.8 3.3
122.527 24.711 8.3 3.57
121.591 23.663 31.8 3.04
121.728 24.183 1.0 3.96
121.706 24.186 10.0 4.8
121.730 24.181 5.8 3.33
121.732 24.185 5.2 3.32
122.203 23.855 18.6 4.59
121.536 23.850 8.1 3.41
120.973 23.198 11.2 3.05
122.374 24.896 9.3 3.52
122.180 24.811 10.0 4.6
122.000 24.786 3.8 3.98
122.784 24.486 8.7 4.59
120.297 22.358 34.0 3.42
120.946 23.177 0.7 3.07
122.579 23.254 21.7 3.82
121.970 22.598 20.7 5.01
121.746 22.801 1.0 3.3
121.831 22.750 15.7 3.3
121.990 24.930 113.4 3.26
121.657 24.591 53.0 3.58
121.678 24.588 64.7 3.37
122.002 24.027 33.7 3.32
121.478 21.997 23.3 3.77
121.783 22.624 22.1 3.01
121.815 22.789 5.0 3.32
122.286 24.773 3.7 3.86
121.749 24.855 84.5 3.15
121.748 23.915 18.6 3.04
122.010 23.278 38.7 3.58
121.942 24.619 22.2 3.35
121.895 23.758 30.6 3.32
122.016 22.626 16.8 3.1
121.788 24.624 66.4 3.19
121.514 22.603 33.0 4.5
122.438 24.001 10.0 4.3
122.313 23.975 4.4 3.94
121.931 24.384 32.7 3.26
122.327 23.966 2.3 3.43
122.244 23.958 1.6 3.22
121.809 24.949 3.5 3.14
122.107 24.872 9.3 3.09
121.671 24.175 25.6 3.47
121.233 21.815 28.2 4.1
122.043 24.880 0.8 3.04
120.928 23.051 1.1 3.48
121.784 24.597 69.1 3.22
122.028 23.999 10.5 3.49
122.327 24.835 2.5 3.27
121.592 23.132 31.1 3.24
121.544 23.683 14.0 3.13
122.774 24.852 105.3 3.59
122.039 24.295 31.6 3.02
122.178 24.273 34.4 3.37
120.904 22.708 5.7 3.78
122.652 24.437 69.0 3.33
122.413 24.747 98.7 4.44
121.023 22.380 0.6 4.16
121.521 23.045 30.7 3.22
122.188 24.806 80.9 3.27
121.976 23.463 52.4 3.36
122.556 24.598 86.2 3.14
121.558 23.987 28.0 3.63
122.179 24.891 110.6 3.23
121.841 24.226 12.9 3.07
121.645 22.831 9.1 3.68
121.830 24.234 8.6 3.23
120.967 22.672 0.7 3.52
122.407 25.162 220.4 4.02
121.742 23.732 34.1 3.11
121.781 23.644 40.1 4.33
121.655 23.420 39.2 3.66
121.987 23.744 18.0 3.07
121.107 22.628 1.5 3.22
121.688 24.772 87.0 3.07
122.612 22.017 9.2 4.04
121.715 24.068 25.3 3.86
120.423 23.160 14.1 3.1
122.491 24.698 16.6 4.52
120.772 22.323 42.7 3.28
120.594 22.705 13.4 3.74
121.156 24.287 3.7 3.43
120.800 22.814 24.2 5.35
122.236 24.680 53.1 3.51
122.374 24.686 70.4 3.19
121.032 23.728 11.9 3.19
120.843 22.786 21.2 3.85
120.774 22.736 21.0 3.13
120.689 22.522 27.4 3.28
121.810 24.765 68.8 3.37
121.444 24.099 1.6 3.37
121.717 24.026 37.0 3.3
122.059 24.091 18.4 3.48
121.350 22.595 28.4 3.31
121.233 22.031 10.8 3.97
121.322 23.938 11.8 3.29
120.489 23.384 6.6 3.71
120.963 23.176 0.8 3.91
122.275 24.982 15.5 3.04
122.506 24.880 125.5 4.02
122.047 24.878 1.1 3.14
122.079 24.881 1.8 3.35
121.578 22.814 7.9 3.11
122.171 24.870 1.8 3.1
122.109 24.874 1.5 4.98
120.701 22.792 21.7 3.64
121.034 22.596 2.5 3.35
121.020 22.373 0.8 3.37
121.820 23.886 39.8 3.05
120.893 22.788 10.0 3.58
121.950 24.385 23.8 3.19
121.897 24.396 11.4 3.2
121.395 23.235 2.8 3.28
121.951 23.739 14.0 3.28
121.722 24.195 6.6 3.08
122.069 24.885 1.6 3.11
122.058 24.879 2.8 3.1
122.104 24.864 2.1 3.27
122.088 24.871 3.1 3.18
122.193 24.841 5.0 4.5
122.167 24.869 2.5 3.89
120.943 22.191 10.4 3.33
122.537 24.669 4.1 3.26
121.601 23.345 24.8 3.75
121.054 22.711 1.4 3.78
121.947 24.831 88.0 3.08
122.026 25.074 186.6 3.39
121.977 24.371 23.6 3.02
121.996 24.394 13.8 3.58
122.046 24.854 92.6 3.19
121.875 23.562 10.1 3.36
121.946 24.383 13.9 3.11
121.665 24.141 52.9 3.05
121.922 24.331 28.7 3.08
121.262 22.968 4.2 3.66
121.338 23.595 5.2 3.36
122.061 24.875 3.6 3.39
121.507 21.928 95.1 3.64
122.445 24.525 62.0 3.71
121.456 23.849 1.5 3.01
122.040 24.851 0.6 3.18
122.383 23.711 7.8 3.68
120.976 23.048 0.9 3.49
122.291 24.749 84.0 3.01
120.721 22.752 25.8 3.05
122.495 23.645 7.3 4.13
120.449 22.673 35.3 3.59
121.460 24.114 0.8 3.22
121.143 22.546 8.5 3.57
122.274 23.732 21.2 3.76
122.060 23.756 33.2 3.57
121.983 24.346 22.7 3.95
121.943 24.876 98.6 3.56
120.882 23.077 0.7 3.13
120.574 22.809 118.3 3.24
122.493 24.548 2.0 3.38
122.274 24.070 19.2 3.22
122.153 24.560 35.4 3.04
121.711 23.616 28.8 3.24
122.648 24.050 16.4 3.43
120.646 22.823 20.2 3.26
121.945 24.844 102.7 3.31
121.563 22.456 8.8 4.1
120.668 23.764 18.3 3.14
122.937 24.567 66.4 4.11
121.035 21.696 53.0 3.93
122.305 24.447 57.2 3.13
122.028 24.908 101.0 3.1
122.918 24.588 18.7 4.29
122.301 24.089 6.2 3.4
122.376 24.697 86.1 3.4
122.038 24.227 46.3 3.5
120.992 23.849 13.1 3.07
121.808 24.873 108.9 3.05
121.341 22.736 26.8 3.65
122.602 24.011 17.5 3.39
122.056 24.862 1.5 3.32
122.273 23.650 13.7 3.39
121.979 24.375 34.4 3.08
120.736 22.395 14.0 3.2
122.050 25.302 271.9 3.71
121.974 23.191 21.3 3.12
121.269 22.536 22.8 3.47
121.466 23.129 15.8 4.02
121.507 22.175 30.8 3.33
121.342 23.037 8.4 3.52
121.181 23.832 25.4 3.43
121.932 24.356 1.2 3.52
122.382 24.837 6.4 3.23
121.370 23.012 23.9 3.37
121.525 23.711 34.4 3.39
120.429 22.717 32.4 3.76
121.648 22.882 1.4 3.31
122.476 24.310 22.2 3.45
121.855 24.225 6.1 3.04
122.364 24.801 88.5 3.37
121.748 23.712 30.2 3.63
122.597 23.814 12.5 3.46
121.891 24.411 5.2 3.11
122.890 24.458 83.1 3.51
122.043 24.322 1.5 3.33
121.332 22.894 6.6 3.78
121.755 23.779 35.0 3.13
121.661 23.189 40.0 3.84
122.510 23.830 50.8 3.49
121.813 23.698 33.0 3.28
121.667 23.211 33.0 3.91
121.752 24.857 87.1 3.01
120.394 23.392 8.9 3.3
122.041 23.558 19.3 3.65
122.342 24.695 1.4 3.21
122.154 24.322 37.2 3.45
121.695 23.971 29.1 3.41
121.402 22.993 25.0 3.12
120.470 22.754 27.8 3.61
121.948 24.706 46.9 3.04
122.692 23.848 20.4 3.92
121.428 22.079 76.8 3.39
120.329 22.556 35.5 3.21
121.207 22.013 4.3 3.86
121.756 23.182 13.7 3.74
121.442 23.161 15.5 3.83
122.438 24.473 23.5 3.1
122.121 24.798 103.2 3.84
120.072 23.239 5.3 3.17
120.405 23.393 12.1 3.1
121.726 23.932 17.5 3.46
121.865 23.066 20.0 3.63
122.441 24.857 9.2 3.46
121.328 22.181 18.0 3.69
120.021 22.307 42.2 3.79
121.940 24.410 9.1 3.35
120.146 23.361 15.9 3.32
122.260 24.046 3.5 4.33
120.384 23.554 11.8 3.65
122.613 24.293 35.8 4.08
121.974 24.177 11.9 3.01
121.688 22.163 0.5 4.54
122.454 24.466 6.3 3.19
122.580 25.299 244.2 4.06
121.522 23.809 6.7 4.31
122.846 24.484 32.5 3.57
122.252 24.167 28.7 3.22
122.047 23.214 12.0 3.89
121.922 24.411 0.6 3.26
121.417 22.942 2.7 3.02
120.805 23.399 3.0 3.79
121.058 21.877 5.8 3.63
121.962 24.374 28.5 3.01
121.979 24.380 13.1 3.42
120.829 23.086 1.7 4.14
121.528 22.372 11.7 3.05
121.785 24.604 44.0 3.97
122.380 23.983 7.4 4.5
122.394 23.961 6.5 4.53
121.368 23.009 14.0 3.29
121.018 21.836 25.1 3.11
122.277 24.047 2.9 3.55
121.300 22.275 1.7 3.99
122.512 24.798 87.0 3.13
121.772 24.293 66.9 3.05
121.959 24.314 28.4 3.14
121.952 23.836 28.4 3.05
121.778 24.774 89.0 3.0
121.430 23.196 10.4 3.08
121.845 23.967 42.1 3.1
122.428 24.679 8.2 3.19
122.427 24.684 6.9 3.12
121.414 23.233 8.9 3.1
120.801 23.037 24.9 3.01
121.000 23.786 27.3 3.02
121.245 21.791 40.3 4.01
122.358 24.526 70.1 3.5
122.781 23.902 8.0 4.01
120.845 24.308 0.5 3.73
121.675 24.591 40.4 3.52
122.839 22.975 2.7 3.74
122.063 22.797 23.5 4.14
121.485 22.070 73.8 4.1
122.860 24.347 70.3 3.47
121.570 24.022 17.7 4.03
122.015 24.238 53.0 3.41
121.547 25.141 129.3 3.05
122.017 24.814 4.3 3.05
122.050 24.783 1.5 3.0
121.994 23.906 25.9 3.52
122.221 24.112 1.0 3.68
121.454 23.846 1.6 3.04
121.703 23.789 36.3 3.5
121.941 23.313 21.6 3.73
120.658 22.835 21.6 3.2
121.540 23.150 34.3 3.05
122.247 24.619 0.6 3.58
121.008 23.650 13.8 3.15
122.749 24.375 23.7 4.06
121.649 24.554 65.5 3.36
121.715 24.347 57.2 3.21
122.160 22.899 1.5 3.36
121.292 22.146 31.5 3.01
121.389 22.920 13.3 3.05
121.901 24.255 6.4 3.14
122.574 24.501 40.1 3.15
122.050 24.807 3.0 3.01
121.867 24.276 1.7 3.99
121.636 23.689 30.4 3.41
121.755 23.792 5.6 3.27
121.650 23.154 16.3 3.02
122.253 22.064 0.8 4.24
121.757 23.992 26.8 3.74
121.718 24.152 30.8 3.12
121.006 23.622 7.7 3.0
121.994 23.870 26.9 3.17
122.552 23.923 1.2 3.96
122.057 24.305 14.3 3.03
121.912 22.687 11.3 3.08
121.900 24.823 93.1 3.43
122.240 24.200 36.0 3.86
120.995 22.723 5.1 3.64
121.407 23.779 10.7 3.33
121.112 22.689 1.5 3.27
120.825 22.757 28.8 4.03
121.678 23.978 43.9 3.24
121.736 24.095 34.3 5.36
121.709 24.072 38.4 3.09
121.717 24.106 33.7 3.17
122.491 24.106 17.9 4.21
121.778 24.207 40.5 3.08
121.226 22.775 11.8 3.04
121.605 24.723 55.3 3.08
122.334 24.762 97.4 3.73
122.163 24.093 28.6 3.43
121.698 24.109 34.4 3.45
121.525 23.735 8.3 3.4
121.320 22.731 80.7 3.08
121.091 22.827 10.6 3.02
121.673 24.297 43.3 3.1
121.322 22.595 77.1 3.15
121.836 23.782 33.2 3.15
121.566 23.739 14.0 3.07
121.852 24.270 14.0 3.21
121.651 22.792 9.6 3.1
122.455 24.667 6.7 4.72
121.128 22.852 0.4 3.39
122.490 24.673 8.4 4.01
122.512 24.680 10.8 3.31
121.352 23.125 7.7 3.78
122.318 24.654 3.1 3.21
122.596 24.632 10.4 3.08
121.878 23.785 32.4 3.49
122.450 24.599 87.1 3.5
122.766 24.430 118.9 3.29
121.581 24.203 7.0 3.79
121.060 21.456 68.9 4.71
122.517 24.668 8.8 4.1
122.611 24.403 40.4 3.07
121.270 22.921 25.6 3.11
121.670 24.098 0.8 3.35
122.346 24.685 78.2 3.32
122.017 24.376 1.5 3.32
121.961 24.363 16.9 3.17
121.602 24.444 39.0 3.11
121.677 24.128 23.9 3.35
121.656 23.994 23.7 4.21
120.576 23.040 6.1 3.32
121.499 22.149 0.3 4.29
121.466 21.689 89.0 4.13
120.881 23.068 6.1 3.47
121.313 22.869 5.0 3.58
121.790 23.826 40.1 3.05
121.317 22.997 1.2 3.95
122.342 23.991 5.2 4.02
121.924 24.837 80.7 3.64
121.745 23.890 11.5 3.67
121.934 24.294 23.0 3.27
120.653 22.884 15.2 3.05
120.428 22.199 43.8 3.21
121.359 22.992 13.9 4.53
121.028 22.422 1.8 3.93
121.697 23.902 19.8 3.94
121.903 24.373 15.4 3.01
122.414 24.889 10.7 3.08
121.896 24.380 13.1 3.59
121.923 24.372 16.5 3.68
121.127 22.855 7.5 3.15
122.829 24.601 10.4 4.26
120.878 23.076 2.7 3.37
123.648 23.702 12.8 4.78
121.460 23.886 3.3 3.03
123.032 24.181 19.1 4.04
121.760 23.799 7.9 3.41
122.721 23.800 71.3 3.95
121.330 23.059 5.2 3.56
121.467 24.385 5.4 3.63
120.861 24.208 30.9 3.03
120.175 24.197 22.1 4.1
122.300 24.483 6.2 3.2
120.816 23.081 11.8 3.15
121.129 22.861 0.5 3.04
120.743 23.001 3.2 3.38
122.034 23.722 12.2 3.91
122.041 24.473 59.4 3.27
122.546 24.428 63.9 3.42
121.495 22.977 12.8 3.04
122.162 24.281 37.4 3.22
121.549 23.764 5.5 3.17
121.651 24.152 26.4 3.11
120.819 22.969 2.8 3.38
121.919 24.902 88.7 4.57
121.684 23.120 15.0 3.03
121.531 23.926 5.6 4.42
121.557 23.878 1.1 3.32
121.111 22.701 0.3 3.35
122.203 24.198 31.5 3.14
122.631 23.828 5.4 3.87
121.963 24.416 20.5 3.15
121.502 23.938 8.8 3.63
120.781 22.766 21.7 3.52
124.849 24.850 25.0 5.7
121.571 23.859 11.3 4.95
122.036 24.352 28.8 3.17
122.292 23.937 13.8 3.52
120.105 23.409 18.8 3.96
121.942 22.593 33.3 3.79
122.439 22.926 13.2 4.36
121.548 23.880 2.8 6.5
121.538 23.905 5.8 3.1
121.673 23.925 0.9 4.64
121.565 23.867 4.5 3.86
121.542 23.871 1.3 3.57
121.619 23.897 11.1 4.08
121.549 23.960 3.2 3.31
121.570 23.815 3.9 3.97
121.614 23.884 1.1 3.31
121.560 23.905 1.9 3.51
121.575 23.873 1.9 3.38
121.570 23.847 1.0 3.96
121.350 23.702 1.2 3.04
121.535 23.770 5.7 3.21
121.572 23.865 1.5 3.2
121.566 23.845 7.3 3.14
121.572 23.858 3.5 3.64
121.597 23.919 0.8 3.58
121.634 23.900 0.3 4.27
121.636 23.893 1.7 3.91
121.561 23.888 5.9 3.32
121.590 23.899 6.2 3.46
121.589 23.812 1.5 3.11
121.676 23.833 18.2 3.23
121.656 23.887 13.5 3.03
121.548 23.874 3.0 3.79
121.573 23.881 4.8 3.37
121.561 23.846 2.0 3.11
121.564 23.846 3.1 3.39
121.610 23.873 0.6 3.78
121.584 23.881 3.5 3.09
121.545 23.849 4.5 3.12
121.545 23.806 0.5 4.49
121.600 23.916 0.8 3.21
121.569 23.820 5.5 3.08
121.585 23.812 1.3 3.36
121.606 23.869 1.1 4.49
121.599 23.853 1.5 4.11
121.580 23.878 1.2 4.21
121.557 23.895 1.6 3.0
121.603 23.833 0.9 3.29
121.551 23.894 1.3 3.56
121.583 23.923 0.8 3.58
121.577 23.969 12.1 3.58
121.570 23.889 1.3 3.01
121.572 23.887 0.8 3.68
121.590 23.896 1.0 4.16
121.614 23.873 0.9 3.23
121.559 23.896 1.5 3.41
121.579 23.787 1.0 4.66
121.493 23.776 5.4 3.11
121.461 23.841 6.1 3.05
121.480 23.840 5.0 3.42
121.545 23.792 0.9 3.12
121.579 23.828 0.9 3.63
121.571 23.861 2.9 3.52
121.596 23.838 1.4 3.08
121.597 23.895 1.2 3.6
121.605 23.760 0.9 3.79
121.578 23.855 1.1 3.32
121.634 23.788 19.2 3.14
121.522 22.972 12.7 3.36
121.388 22.385 8.4 3.32
121.571 23.770 1.2 3.64
121.581 23.825 1.0 3.51
121.536 23.774 0.8 3.4
121.550 23.762 0.8 3.26
121.586 23.802 1.5 3.49
121.930 24.384 25.1 3.01
121.603 23.830 1.3 3.24
121.557 23.789 1.2 3.15
121.616 23.814 1.6 3.64
121.606 23.891 7.3 3.32
121.602 23.820 2.0 3.56
121.586 23.890 4.7 3.14
121.603 23.824 1.7 3.68
121.524 23.781 1.2 3.29
121.501 23.772 8.4 3.22
121.597 23.807 1.5 3.66
121.616 23.883 0.8 4.12
121.606 23.894 0.4 4.48
121.596 23.882 0.5 3.3
121.596 23.882 0.7 4.05
121.597 23.874 2.7 3.64
121.597 23.901 1.1 3.08
121.662 22.753 0.9 3.12
121.599 23.847 0.5 4.69
121.581 23.919 5.1 3.29
121.597 23.836 0.6 4.27
121.555 23.808 3.8 3.17
121.688 24.055 21.5 3.12
121.578 23.809 1.0 3.58
121.576 23.854 0.8 3.39
121.627 23.766 1.3 6.7
121.517 23.772 2.2 4.27
121.424 23.854 16.3 3.56
121.613 23.825 9.3 3.66
121.556 23.751 1.2 3.97
121.523 23.783 5.7 3.51
121.603 23.773 15.1 4.88
121.567 23.850 2.4 3.43
121.638 23.734 8.6 4.21
121.563 23.740 1.5 4.42
121.579 23.762 3.2 4.02
121.522 23.778 1.5 4.7
121.631 23.757 1.2 4.52
121.522 23.768 8.5 4.02
121.646 23.780 14.8 3.17
121.502 23.807 6.5 3.37
121.591 23.921 8.7 3.32
121.577 23.850 3.3 3.29
121.591 23.863 1.5 3.85
121.579 23.806 0.4 3.17
121.597 23.767 0.8 3.96
121.595 23.872 0.8 4.25
121.585 23.808 1.5 3.23
121.580 23.865 1.2 4.58
121.601 23.753 25.9 3.2
121.630 23.709 10.3 3.23
121.616 23.908 5.4 3.61
121.632 23.780 2.0 4.71
121.631 23.940 4.0 3.15
121.557 23.915 15.2 3.11
121.594 23.860 18.7 3.03
121.493 23.791 5.8 4.31
121.640 23.878 3.9 3.39
121.653 23.868 6.4 3.54
121.608 23.830 1.6 5.03
121.526 23.768 1.0 3.89
121.473 23.809 13.2 3.28
121.578 23.894 7.4 3.07
121.638 23.774 1.8 4.31
121.549 23.747 1.6 4.12
121.520 23.776 10.7 3.38
121.626 23.883 0.4 3.3
121.572 23.910 5.1 4.01
121.531 23.730 1.5 3.35
121.644 23.829 1.7 4.12
121.512 23.742 1.4 4.31
121.572 23.747 1.5 4.08
121.589 23.750 0.2 4.92
121.607 23.749 2.0 4.49
121.639 23.760 2.4 4.48
121.597 23.678 1.4 3.24
121.589 23.718 1.0 3.91
121.617 23.825 10.5 3.61
121.543 23.761 0.7 3.76
121.611 23.720 0.5 4.44
121.670 23.721 13.6 4.16
121.647 23.701 1.2 3.78
121.618 23.749 1.6 3.79
121.675 23.880 0.5 4.43
121.544 23.685 0.4 3.68
121.560 23.729 9.3 4.27
121.614 23.860 7.1 3.26
121.549 23.756 0.8 3.88
121.576 23.802 1.5 4.89
121.513 23.864 3.0 3.6
121.603 23.813 0.8 3.57
121.597 23.775 0.5 4.14
121.613 23.775 2.0 4.63
121.566 23.788 2.0 4.17
121.582 23.781 1.1 4.44
121.548 23.803 1.0 4.47
121.554 23.727 0.8 3.36
121.549 23.782 2.8 3.54
121.570 23.780 2.5 4.43
121.566 23.794 3.3 3.96
121.589 23.902 9.1 3.39
121.768 23.827 15.3 3.22
121.541 23.702 1.1 3.04
121.475 23.719 4.8 3.35
121.621 23.749 1.8 4.22
121.656 23.832 1.3 3.71
121.567 23.825 1.3 3.54
121.563 23.987 4.3 3.84
121.619 23.924 5.8 3.09
121.638 23.778 1.5 3.75
121.511 23.782 1.5 3.03
121.574 23.774 0.0 3.39
121.631 23.869 3.9 3.45
121.540 23.703 1.4 3.91
121.659 23.902 5.7 3.23
121.698 23.865 1.6 3.78
121.570 23.845 1.0 3.56
121.599 23.773 1.5 3.09
121.671 23.876 1.5 4.15
121.572 23.736 0.4 3.87
121.560 23.708 1.8 4.81
121.560 23.699 15.4 3.3
121.551 23.720 1.5 3.96
121.489 23.804 13.9 3.11
121.624 23.843 0.6 3.58
121.650 23.622 2.5 3.99
121.532 23.698 1.8 3.88
121.523 23.711 3.2 3.46
121.517 23.748 3.1 3.1
121.574 23.723 0.2 3.15
121.641 23.906 0.5 4.29
121.613 23.706 1.5 3.5
121.566 23.743 0.7 4.52
121.488 23.790 1.5 3.51
121.542 23.753 2.4 4.17
121.575 23.828 6.3 3.94
121.599 23.812 10.5 3.36
121.586 23.905 5.8 3.76
121.593 23.926 1.3 4.17
121.536 23.719 0.9 3.99
121.587 23.744 1.0 4.52
121.579 23.828 0.9 4.03
121.556 23.721 7.7 3.01
121.815 23.914 53.7 3.26
121.711 23.702 32.4 3.03
121.615 23.978 7.9 3.2
121.557 23.738 2.0 5.17
121.584 23.737 5.3 3.61
121.565 23.788 1.3 4.69
121.522 23.765 2.1 4.12
121.703 23.753 5.3 4.12
121.624 23.764 1.0 3.63
121.587 23.802 1.2 3.27
121.597 23.857 2.3 3.36
121.638 23.810 1.7 5.05
121.476 23.887 10.2 3.31
121.471 23.906 1.8 3.63
121.660 23.822 1.2 4.4
121.551 23.684 2.3 3.78
121.536 23.734 1.0 3.49
121.499 23.741 10.3 3.48
121.534 23.717 9.9 3.57
121.632 23.778 0.6 3.28
121.587 23.800 5.8 3.46
121.503 23.734 1.6 3.86
121.550 23.734 1.8 3.43
121.731 23.770 1.5 3.97
121.562 23.746 0.7 4.01
121.513 23.759 1.6 4.13
121.612 23.701 30.5 3.02
121.634 23.838 26.5 3.05
121.573 23.758 1.4 3.93
121.597 23.880 1.0 3.85
121.607 23.799 1.1 4.82
121.559 23.823 0.5 3.91
121.577 23.830 1.7 3.69
121.532 23.734 9.8 3.11
121.534 23.768 5.4 3.28
121.574 23.765 1.4 3.11
121.472 23.791 4.5 3.41
121.545 23.746 5.5 3.3
121.721 23.692 10.7 3.61
121.573 23.711 0.6 3.6
121.580 23.703 1.5 3.59
121.656 23.870 0.7 3.61
121.577 23.821 3.0 3.5
121.550 23.779 5.3 3.02
121.691 23.865 0.1 3.66
121.538 23.772 5.6 3.39
121.515 23.687 0.6 3.28
121.539 23.754 24.6 3.2
121.518 23.765 14.6 3.48
121.555 23.834 10.3 3.23
121.535 23.782 1.3 3.26
121.499 23.771 0.9 4.23
121.823 23.829 13.6 3.02
121.551 23.751 1.0 3.31
121.607 23.905 1.0 3.94
121.529 23.748 0.9 3.0
121.686 23.723 32.8 3.39
121.596 23.722 5.9 3.92
121.547 23.743 0.9 3.03
121.578 23.766 1.7 3.21
121.515 23.713 1.0 3.42
121.432 23.801 8.0 3.5
121.538 23.753 0.7 3.91
121.602 23.828 1.3 3.99
121.564 23.761 0.8 4.31
121.597 23.818 0.6 3.51
121.542 23.712 2.4 3.47
121.580 23.764 4.2 3.92
121.583 23.748 0.9 3.0
121.525 23.705 0.8 3.42
121.569 23.763 4.1 3.56
121.600 23.678 0.5 3.02
121.763 23.821 1.4 3.84
121.561 23.731 4.9 3.28
121.561 23.764 1.4 3.41
121.533 23.691 12.3 3.47
121.473 23.784 10.2 3.48
121.399 23.749 3.5 3.17
121.595 23.879 6.0 4.11
121.517 23.750 0.6 3.97
121.649 23.794 18.6 3.33
121.535 23.770 1.7 3.2
121.595 23.769 1.4 3.15
121.570 23.877 5.4 3.11
121.540 23.736 7.0 3.26
121.569 23.875 1.5 3.43
121.588 23.782 1.3 3.38
121.571 23.744 1.0 3.97
121.531 23.692 6.6 3.23
121.578 23.844 1.0 4.82
121.656 23.894 14.5 3.92
121.595 23.813 2.3 4.07
121.587 23.782 14.2 3.24
121.521 23.669 33.6 3.0
121.521 23.699 1.4 3.76
121.529 23.709 0.7 3.75
121.690 23.738 0.1 4.15
121.597 23.847 1.1 4.15
121.503 23.694 1.0 3.15
121.453 23.679 7.0 3.54
121.551 23.742 1.5 3.43
121.636 23.723 0.7 3.58
121.682 23.595 11.1 5.08
121.657 23.661 25.7 3.52
121.586 23.666 24.6 3.01
121.624 23.919 1.4 3.37
121.632 23.725 4.0 4.03
121.491 23.770 1.5 3.51
121.512 23.878 2.5 3.22
121.533 23.745 1.5 3.02
121.536 23.767 0.8 3.7
121.565 23.754 1.7 3.97
121.375 23.813 24.5 3.09
121.540 23.841 1.4 3.18
121.586 23.683 2.3 3.76
121.650 23.914 0.4 4.69
121.597 23.933 6.1 3.02
121.556 23.730 0.5 3.65
121.606 23.925 0.8 3.79
121.684 23.930 11.6 3.28
121.664 23.826 6.7 3.5
121.537 23.712 0.8 4.01
121.553 23.774 3.1 3.13
121.557 23.712 2.1 3.88
121.571 23.757 3.1 3.23
121.575 23.785 1.3 3.21
121.594 23.735 1.2 3.37
