# lon lat depth mag.
121.905 24.336 27.0 3.26
121.905 24.317 27.5 3.15
122.275 21.871 25.0 4.11
121.923 24.325 28.5 3.17
122.434 23.975 4.1 4.31
120.898 22.807 6.5 3.41
121.699 24.177 8.0 4.26
120.578 22.388 23.2 3.2
121.912 24.418 10.5 3.26
121.670 23.624 37.9 3.62
121.748 24.573 65.9 3.24
121.801 24.448 18.7 3.59
121.148 24.258 11.3 3.05
121.941 24.411 17.6 3.74
121.862 24.883 111.2 3.04
122.061 24.767 6.9 3.28
122.738 23.985 3.6 3.05
121.887 24.460 9.5 3.01
122.015 24.376 16.6 3.08
121.839 24.438 12.0 3.22
122.509 23.809 5.9 3.97
121.365 22.340 23.2 5.34
121.399 22.351 12.2 3.24
122.670 24.234 4.7 3.24
122.769 23.725 14.5 3.96
121.906 21.273 175.9 4.88
122.801 23.715 18.5 4.83
122.053 24.370 15.4 3.69
121.972 24.538 15.3 3.41
121.396 22.398 13.0 3.1
121.337 22.332 21.5 3.11
122.139 24.915 6.8 3.06
120.625 22.914 15.4 3.95
120.649 22.916 14.4 3.25
121.975 24.390 12.2 3.95
121.979 24.400 9.4 3.28
121.929 24.398 19.5 3.2
121.911 24.420 19.7 3.5
121.928 24.531 8.1 3.12
122.034 22.443 24.2 4.07
120.631 21.873 40.6 4.23
121.372 22.018 14.8 3.17
122.680 24.498 63.5 4.17
121.936 24.588 10.1 3.21
121.972 24.381 15.5 3.33
122.373 23.963 6.1 4.12
121.937 24.522 7.5 3.15
121.933 24.391 11.9 3.13
122.231 24.230 19.9 3.02
121.872 24.651 8.5 6.2
121.838 24.648 10.8 4.45
121.868 24.664 11.7 3.88
121.849 24.661 11.1 4.27
121.917 24.687 8.0 3.98
121.843 24.652 8.2 3.88
121.832 24.668 9.7 3.51
121.876 24.660 9.3 4.28
121.814 24.663 15.2 3.89
121.829 24.651 12.5 3.54
121.827 24.656 11.2 3.13
121.798 24.638 6.0 3.24
121.809 24.645 7.0 3.07
121.965 24.693 7.2 4.37
121.813 24.622 2.4 3.76
121.881 24.649 6.3 3.71
121.999 24.637 8.0 3.79
121.898 24.637 2.4 4.52
121.828 24.670 11.5 3.2
121.801 24.649 8.5 3.19
121.805 24.657 10.5 3.41
121.794 24.637 5.1 3.12
121.821 24.661 10.3 3.67
121.943 24.666 6.6 3.42
121.862 24.679 6.3 3.7
121.857 24.656 14.0 3.31
121.946 24.668 6.0 4.61
121.878 24.668 6.6 3.99
121.812 24.643 5.3 3.02
121.871 24.665 10.1 3.26
121.866 24.666 12.8 3.0
121.831 24.658 11.6 3.09
121.848 24.660 9.8 3.77
121.852 24.667 8.8 3.63
121.864 24.668 10.4 3.05
121.853 24.666 9.2 3.18
121.804 24.641 4.7 3.09
121.852 24.665 11.8 3.59
120.683 22.824 15.6 3.6
121.843 24.653 7.5 4.1
121.826 24.644 8.6 3.37
121.812 24.643 7.7 3.16
121.794 24.650 11.1 3.15
121.939 24.658 9.1 3.55
121.942 24.663 8.9 3.05
121.804 24.664 10.6 3.55
121.812 24.674 4.7 4.56
121.798 24.652 8.8 3.18
121.835 24.658 10.5 3.06
122.072 24.911 5.6 3.01
121.866 24.673 7.9 3.65
121.777 24.638 6.9 3.16
121.850 24.671 9.6 3.3
121.844 24.657 10.1 4.62
121.802 24.649 5.2 3.52
121.804 24.641 5.7 3.4
121.887 24.537 7.2 3.09
121.876 24.654 4.4 3.93
121.823 24.648 7.0 4.07
121.846 24.641 9.4 3.07
121.852 24.669 8.9 3.55
121.797 24.639 6.6 3.75
121.855 24.670 4.5 3.85
121.784 24.655 9.6 3.46
121.835 24.657 9.3 3.3
121.849 24.663 11.7 3.95
121.847 24.664 10.8 3.08
121.886 24.666 11.1 4.23
121.866 24.667 12.2 3.24
121.958 24.658 12.3 3.22
121.858 24.670 10.3 3.12
121.851 24.675 10.5 3.34
121.800 24.661 7.5 3.37
121.706 24.185 7.8 3.69
122.005 24.687 12.9 3.45
121.835 24.665 11.0 3.95
121.855 24.633 10.3 3.26
121.955 24.665 7.7 3.96
121.875 24.663 8.0 4.06
121.773 24.262 7.1 3.39
121.981 24.649 7.7 3.19
121.778 24.619 2.7 3.11
121.847 24.658 9.9 3.23
121.971 24.388 11.7 3.84
121.943 24.672 12.9 3.55
121.834 24.686 10.6 3.71
121.803 24.650 8.7 3.15
121.746 24.006 21.5 3.6
122.075 24.898 9.2 3.58
121.802 24.652 11.5 3.31
122.219 24.096 11.1 3.12
122.809 23.929 13.1 3.38
121.996 24.777 2.4 3.28
122.088 24.789 2.8 3.18
122.001 24.788 6.8 3.16
121.864 24.189 16.8 3.18
121.782 24.657 9.0 3.21
121.778 24.650 9.9 3.1
121.746 23.664 12.4 3.1
122.149 24.798 4.7 3.49
121.985 24.182 5.3 3.11
121.033 23.960 9.8 3.56
121.909 21.588 144.7 3.04
120.672 22.635 21.3 3.28
122.243 24.773 7.4 3.13
121.987 24.797 2.8 3.03
121.733 24.243 12.3 3.99
121.721 24.248 9.2 3.96
121.722 24.240 10.5 3.01
121.732 24.228 10.9 4.2
121.735 24.223 10.8 4.32
121.722 24.247 13.7 3.65
121.702 24.236 7.2 3.33
121.723 24.226 10.6 3.51
121.712 24.233 7.4 3.77
121.706 24.237 6.9 3.4
121.704 24.245 6.7 3.6
121.720 24.242 12.0 3.3
121.734 24.226 10.8 3.99
121.725 24.230 6.7 3.41
121.981 24.802 9.3 3.17
121.727 24.227 7.4 4.02
121.944 24.381 14.7 3.09
121.740 24.224 2.5 3.76
121.728 24.223 11.4 3.63
121.732 24.228 5.1 3.6
121.732 24.234 3.9 3.0
121.952 24.813 6.0 3.14
122.083 24.637 5.3 3.72
121.749 24.235 6.5 3.77
121.728 24.239 10.3 3.0
121.162 24.197 7.4 3.11
122.951 24.621 8.3 3.19
122.561 24.652 104.2 3.0
122.714 24.522 84.8 3.37
122.231 24.088 25.0 3.91
121.940 24.460 12.6 3.85
121.612 23.796 18.7 3.5
121.056 23.871 16.8 3.16
121.978 24.425 17.3 3.14
122.810 23.755 18.0 4.24
121.606 23.995 9.4 3.55
121.719 24.220 10.4 3.38
121.329 22.040 7.3 3.22
121.854 24.436 16.3 4.67
121.641 24.340 18.3 3.76
121.823 24.660 2.4 3.08
121.821 24.457 15.2 3.41
121.825 24.456 15.3 3.68
121.974 24.786 10.0 3.64
121.703 24.630 9.8 3.26
122.351 24.663 71.7 3.87
121.914 24.475 16.3 3.06
122.444 24.793 11.0 3.29
122.093 24.786 11.5 3.12
121.818 24.656 11.2 3.12
121.653 23.268 29.9 3.54
121.861 24.667 11.3 3.23
122.016 24.778 4.8 3.25
122.012 24.782 6.9 3.35
121.152 24.186 10.1 3.0
122.372 24.741 5.3 3.2
121.815 24.588 6.1 3.44
121.826 24.573 7.2 3.32
121.092 21.495 20.6 3.03
122.009 24.776 2.8 3.0
122.178 24.798 8.6 3.19
122.076 24.094 26.0 3.07
122.757 24.085 8.6 3.03
121.932 24.815 8.7 3.17
122.469 24.414 74.3 3.01
121.832 23.910 39.5 3.22
121.790 24.316 13.6 3.21
121.771 24.326 7.5 3.29
121.776 24.318 15.9 3.85
121.724 24.230 10.4 3.12
121.722 24.230 7.5 3.51
122.221 24.244 17.7 3.08
122.771 24.814 100.9 3.13
122.151 24.852 8.1 3.01
121.050 21.301 56.4 3.04
121.015 23.856 11.5 3.03
121.806 24.453 8.2 3.08
122.381 24.786 106.2 3.37
122.303 24.735 92.5 3.34
121.716 24.249 7.7 3.02
121.699 24.252 5.6 3.16
121.361 22.625 18.1 3.88
121.135 22.883 18.2 4.39
121.720 24.236 8.0 3.58
122.627 23.994 6.6 4.01
121.985 24.392 6.0 3.47
121.779 24.286 3.8 3.4
122.189 24.015 3.9 3.36
122.397 23.913 15.2 6.2
122.200 23.993 26.1 3.72
122.187 24.043 8.9 3.77
122.214 24.060 4.0 3.05
121.176 22.491 15.4 3.81
121.099 22.682 14.7 3.24
121.910 24.460 20.4 3.0
121.736 24.241 11.1 3.32
121.928 24.335 23.6 3.0
121.747 24.599 8.5 3.13
121.996 24.814 2.5 3.0
121.950 24.873 87.0 5.55
121.995 24.459 10.6 3.39
122.017 24.445 10.9 3.01
121.418 22.787 16.3 4.7
122.288 24.116 6.3 3.53
121.708 24.235 4.2 3.49
121.450 21.997 10.1 3.23
121.830 24.568 11.9 3.02
122.381 24.738 90.7 3.5
120.736 23.672 12.2 3.03
121.437 22.082 4.5 3.17
120.741 23.673 11.2 3.17
121.312 22.666 25.3 3.74
121.328 22.647 18.8 3.14
122.197 24.809 6.2 3.62
121.934 23.557 16.6 3.18
121.516 24.093 20.9 3.39
120.740 23.667 11.5 3.01
121.986 23.572 16.0 3.2
122.001 23.576 8.8 4.16
121.070 24.011 4.8 3.11
121.357 23.080 21.8 3.64
122.174 24.753 64.8 3.04
121.728 23.744 36.4 3.59
121.707 24.231 7.9 3.19
121.698 24.244 4.9 3.05
121.067 24.012 9.4 3.32
122.218 24.154 17.6 3.09
121.942 24.400 24.3 3.17
121.996 23.578 9.5 3.01
121.959 23.622 7.0 3.37
121.316 22.305 15.8 3.28
120.740 24.278 27.0 3.04
120.664 23.618 6.8 3.07
121.915 24.407 16.6 4.04
122.672 24.219 6.5 3.23
122.578 24.548 90.5 3.28
121.665 23.781 35.8 3.52
122.089 24.784 11.4 4.41
121.056 22.159 27.1 4.28
121.793 21.715 8.8 3.45
121.972 23.587 20.1 3.19
121.954 23.629 8.8 3.43
121.952 23.620 7.0 3.3
122.196 24.205 3.4 3.94
122.579 23.764 9.1 3.35
122.075 24.553 61.6 3.29
120.903 23.080 3.6 3.16
122.246 24.845 9.0 3.54
121.933 24.828 82.4 3.49
122.036 24.870 7.4 3.23
121.836 24.550 10.9 3.12
121.866 24.472 16.5 3.26
121.728 23.804 40.7 3.0
121.817 23.879 38.7 3.26
122.320 25.106 4.2 3.12
121.630 23.733 29.7 3.34
120.901 23.260 5.2 3.21
121.967 24.644 67.6 4.0
121.304 24.697 25.9 3.4
120.904 23.256 4.4 3.29
122.419 21.292 49.5 3.66
122.072 24.850 94.7 3.15
121.331 22.920 26.4 3.46
122.476 23.867 2.8 3.1
122.052 24.802 14.1 3.35
122.027 24.879 108.7 3.62
120.010 22.985 20.0 3.49
122.270 24.010 7.2 3.86
121.959 24.525 10.0 3.1
120.688 22.844 15.1 3.03
122.198 24.543 45.1 3.08
121.740 24.234 12.5 3.94
121.735 24.237 13.9 3.21
121.729 24.242 10.8 3.04
121.727 24.243 11.9 3.12
121.743 24.234 12.6 3.27
122.325 24.092 26.7 3.0
121.912 24.407 9.5 3.78
121.924 21.189 180.9 3.87
121.071 24.008 6.1 4.09
121.068 24.005 4.6 3.41
122.008 24.454 7.9 3.11
121.022 22.596 13.1 3.18
121.805 25.047 143.0 3.38
121.866 24.535 6.2 3.1
121.885 24.557 10.6 4.1
121.881 24.558 9.5 3.66
121.717 24.801 81.6 3.09
122.194 24.007 6.5 3.41
122.359 24.232 56.7 3.12
122.167 24.922 114.8 3.88
121.890 24.380 9.4 3.09
121.705 24.217 2.1 3.23
122.133 24.775 8.1 5.03
122.230 24.224 12.8 3.07
121.653 23.507 27.8 5.13
121.690 24.225 5.7 3.54
121.708 24.207 5.3 3.84
121.669 24.229 5.3 3.04
121.690 24.227 5.7 3.22
122.057 23.167 7.3 4.16
121.607 23.499 37.1 4.55
121.676 23.343 28.6 3.46
121.860 24.474 15.8 3.43
121.736 24.192 2.5 4.13
122.746 24.176 16.3 3.06
122.068 24.849 7.0 3.26
121.861 24.677 11.7 4.05
122.013 24.653 61.6 3.45
121.749 24.563 71.8 3.64
122.183 24.691 77.5 3.24
122.708 24.058 11.4 3.02
121.640 23.809 18.3 3.21
121.368 22.810 16.0 3.78
122.085 24.346 12.9 3.72
121.884 24.554 8.0 3.28
122.082 24.818 3.2 4.77
121.648 25.095 130.7 3.41
122.091 24.805 2.7 3.01
122.040 24.808 8.8 4.62
122.114 24.822 3.9 3.14
122.281 24.945 5.0 3.1
121.736 24.234 12.5 3.22
121.733 24.023 26.0 4.12
120.917 24.179 5.9 3.65
121.372 23.227 14.3 4.33
122.679 24.217 10.0 3.11
122.129 24.787 5.2 4.47
121.436 23.701 11.9 3.26
121.161 22.777 25.1 3.76
121.346 22.698 24.5 3.92
121.271 24.204 7.3 3.03
121.856 24.454 11.5 3.01
121.042 22.595 10.8 3.14
122.162 23.631 8.8 4.27
122.022 24.851 3.0 4.31
122.036 24.856 3.1 3.14
121.993 24.824 3.8 3.59
120.946 22.738 8.2 3.2
122.854 23.948 15.4 3.15
121.893 24.402 4.4 3.37
120.892 21.214 72.9 3.34
122.245 24.725 2.7 4.22
121.874 24.469 14.8 3.25
120.900 22.766 11.3 4.35
121.353 23.237 6.6 3.62
122.106 23.473 24.0 4.28
122.054 24.812 7.3 3.51
122.095 23.442 27.0 3.35
122.871 24.232 45.6 3.52
122.487 24.467 57.6 3.68
121.077 22.120 4.8 4.08
121.943 24.415 16.7 3.13
121.076 22.119 4.8 3.19
121.069 22.111 14.9 3.26
120.447 23.097 8.3 3.5
121.795 24.316 8.4 4.06
122.444 24.451 44.3 3.02
122.271 24.845 5.7 3.72
122.139 24.769 6.8 3.51
119.999 22.520 27.5 4.3
120.030 22.536 28.1 3.04
120.007 22.529 27.8 3.52
122.783 24.555 99.4 3.85
122.006 24.820 8.9 3.25
122.311 24.866 3.9 3.45
121.564 23.458 10.1 3.16
121.541 24.033 19.9 4.7
122.069 23.354 11.0 3.35
120.024 22.520 31.3 3.48
121.647 23.600 14.6 4.03
121.320 22.489 70.5 3.03
121.538 22.609 12.2 3.0
122.241 24.754 5.0 3.11
122.282 24.749 6.1 3.61
122.750 24.254 10.2 3.38
121.826 24.727 66.0 3.56
122.328 24.860 108.2 3.1
122.138 24.791 7.3 3.4
121.755 24.381 8.3 3.31
121.997 24.810 8.5 3.06
122.028 24.379 14.5 3.16
122.063 24.750 5.6 3.19
122.118 24.730 5.7 3.56
121.785 24.342 9.0 3.31
121.105 23.969 5.7 3.18
122.818 24.393 15.8 3.27
120.918 22.772 11.7 3.4
122.064 23.451 28.2 4.35
121.831 24.463 16.7 3.06
122.026 21.246 170.8 3.48
121.791 24.371 5.8 3.52
121.779 24.380 8.2 3.36
121.545 21.628 140.1 3.22
121.767 24.384 10.0 3.0
120.604 23.410 8.5 3.19
120.632 23.322 8.7 3.07
122.754 23.454 29.9 3.19
121.769 24.385 11.9 3.11
122.661 24.183 28.7 3.58
121.519 24.063 19.6 3.01
120.743 23.658 12.8 3.14
120.601 23.404 8.4 3.31
120.737 23.658 15.2 3.67
120.594 23.401 10.1 3.14
122.030 24.804 8.0 3.84
122.012 24.807 10.2 3.03
120.602 23.411 8.7 3.33
121.331 23.169 17.6 3.07
122.533 23.966 78.3 3.04
120.797 23.110 4.7 3.4
122.188 24.251 5.0 3.06
120.445 23.460 11.1 3.08
121.823 24.461 15.5 3.11
121.343 22.827 17.4 3.48
121.969 24.429 16.2 3.32
122.295 23.904 9.1 3.03
121.867 24.564 24.9 3.25
122.191 24.825 6.9 3.11
120.989 24.043 5.6 3.1
121.899 24.410 12.7 3.14
122.202 24.819 7.0 3.04
121.276 22.638 17.0 3.0
120.891 22.997 4.3 3.24
122.545 23.935 13.4 3.81
121.455 23.928 19.2 3.0
122.179 24.871 107.6 3.69
121.974 24.037 28.9 3.01
121.968 24.424 17.4 4.03
122.736 24.007 18.9 3.65
120.790 23.090 2.9 3.27
122.881 24.167 20.0 3.37
121.944 24.374 23.8 3.35
121.895 24.428 15.4 3.14
121.989 24.498 13.3 3.52
122.226 24.152 14.7 3.4
122.742 24.064 12.9 3.04
122.798 24.460 66.3 4.4
122.113 24.153 16.9 3.12
121.389 22.187 16.9 3.41
121.396 24.062 68.9 4.58
122.832 23.933 15.0 3.07
120.910 23.089 7.6 3.26
121.888 24.384 14.8 3.55
119.912 22.380 46.0 3.69
122.404 23.785 21.2 3.25
121.079 24.253 12.7 3.11
121.488 23.912 13.0 3.43
121.700 24.040 31.7 3.21
121.752 23.892 14.4 3.24
121.804 23.730 24.9 3.78
121.111 23.983 8.7 3.05
122.415 23.935 14.2 5.79
122.244 24.056 7.4 4.86
122.276 23.944 12.9 4.21
122.225 23.989 29.4 3.08
122.279 23.915 16.3 4.8
122.296 23.967 14.9 4.64
120.790 23.103 6.9 3.66
122.287 23.924 9.4 3.2
122.263 23.931 11.0 3.7
122.259 23.964 5.8 3.98
121.863 24.276 8.3 3.13
122.306 23.921 7.2 3.43
122.277 24.964 108.8 3.12
122.246 23.957 17.8 3.39
122.340 24.009 8.8 3.3
122.347 23.951 6.1 3.96
122.050 24.873 96.9 4.38
122.008 24.459 15.2 3.22
122.384 24.869 10.3 3.03
122.475 24.843 17.7 3.36
122.682 23.803 6.3 5.14
122.774 23.797 18.3 3.26
122.015 24.818 5.1 3.11
122.010 24.805 7.2 3.21
122.005 24.817 4.6 3.18
122.051 24.469 5.7 3.72
122.580 23.835 9.3 3.78
121.964 23.221 9.6 3.76
122.229 23.997 4.1 3.61
121.489 23.279 20.4 3.24
122.399 24.868 6.3 3.53
122.398 24.879 6.2 3.0
122.749 24.326 63.3 3.19
122.876 23.850 19.5 3.31
122.525 24.601 6.1 3.0
121.797 24.508 9.0 3.28
122.288 24.681 116.6 3.07
121.933 24.349 11.5 3.13
122.354 24.012 16.8 4.14
120.691 22.683 21.9 3.19
122.808 24.729 145.0 3.2
122.005 24.660 54.4 3.13
120.771 21.603 40.7 3.07
122.264 24.755 76.9 3.78
122.437 23.903 7.4 3.85
122.459 24.728 104.0 3.34
122.194 23.923 21.8 3.26
122.201 23.991 5.6 4.86
122.298 23.886 21.0 3.91
122.195 23.968 5.7 3.84
122.268 23.908 12.3 4.35
122.289 24.576 100.6 3.1
122.149 23.326 22.1 5.12
122.104 23.443 12.7 3.32
120.989 24.437 7.0 3.29
120.082 21.904 42.3 5.13
120.986 24.436 6.1 3.31
122.376 21.255 108.9 3.41
121.941 24.415 16.1 3.88
121.935 24.413 17.4 3.68
122.040 24.811 6.9 3.6
121.178 22.497 12.5 3.52
122.257 23.993 8.0 3.86
121.212 22.467 18.7 3.84
121.325 22.295 11.4 3.07
121.611 23.944 36.9 3.16
122.125 23.675 12.1 3.51
122.921 24.391 16.4 3.72
121.545 24.331 51.7 3.39
121.936 24.381 12.8 3.31
120.596 23.576 11.1 3.38
121.817 24.547 9.7 3.39
121.879 21.342 141.1 3.15
120.887 22.729 7.4 3.71
122.098 21.169 165.9 3.78
122.707 24.705 122.8 3.24
122.252 24.223 23.4 3.27
121.320 23.120 17.5 3.33
122.015 22.934 17.4 3.57
121.014 24.436 6.4 3.43
121.808 24.031 3.4 3.77
122.018 24.021 29.0 3.11
121.841 24.845 84.2 3.09
120.780 22.713 22.6 3.15
121.985 23.444 17.0 3.03
122.442 24.484 31.4 3.43
121.360 23.356 31.0 3.01
121.948 24.348 8.1 3.25
121.971 24.318 13.6 3.18
122.059 23.893 13.5 3.47
121.818 24.547 8.6 3.26
121.310 22.547 25.9 3.18
121.930 24.387 14.7 3.06
122.227 21.188 145.1 3.56
120.189 21.704 73.1 3.32
120.595 22.728 24.2 3.3
122.036 24.185 48.0 3.13
121.653 23.568 33.6 3.63
122.096 21.380 58.8 3.0
121.862 24.861 109.1 3.12
122.300 24.877 10.6 3.05
122.260 24.128 11.4 3.73
121.915 24.440 19.1 3.32
122.727 23.920 9.3 3.3
121.806 24.286 6.2 3.9
122.486 22.885 18.0 3.3
121.802 24.288 10.6 3.05
121.979 24.804 5.7 3.88
122.267 24.115 9.5 3.57
121.922 24.433 20.5 3.58
121.923 24.424 19.5 3.96
122.104 24.024 24.3 3.06
122.313 24.760 5.6 3.11
122.315 24.752 5.8 3.23
122.865 24.551 71.8 3.29
122.034 24.202 12.5 3.29
122.009 24.800 9.3 3.08
122.539 24.873 7.5 3.44
122.012 24.805 7.4 3.23
121.997 24.812 8.1 3.02
121.534 23.703 4.0 3.95
121.973 24.614 67.6 3.06
122.471 22.844 16.3 3.41
122.078 24.929 7.9 3.35
122.075 24.928 7.9 4.14
121.372 21.153 18.5 3.65
121.748 25.061 136.2 3.14
121.793 24.289 10.1 3.3
121.957 24.398 24.0 3.51
121.925 24.419 21.2 3.42
121.759 24.629 73.2 3.17
120.957 23.664 10.8 3.44
121.810 24.274 8.7 3.36
121.873 24.488 17.5 3.01
121.607 24.054 9.7 3.72
121.124 22.416 52.8 3.39
120.672 23.414 8.4 3.78
122.517 24.677 6.8 3.02
122.207 24.805 7.5 3.3
122.853 24.267 23.1 3.01
121.337 22.736 17.4 3.41
122.723 24.071 3.0 3.0
121.889 24.446 15.4 4.05
121.827 24.440 17.4 3.28
121.916 24.416 9.5 3.58
121.965 24.086 28.6 3.22
121.920 24.408 12.2 3.08
121.905 24.372 12.6 3.23
120.041 21.307 75.3 3.73
122.350 23.957 17.7 4.66
122.345 23.965 15.2 3.72
120.901 23.024 3.9 3.39
121.412 24.094 8.1 3.1
121.606 23.006 24.8 3.07
121.697 24.131 11.0 4.9
121.681 24.142 13.0 3.83
121.681 24.158 13.0 3.13
121.696 24.153 6.1 3.26
121.745 23.473 32.0 3.12
121.696 24.141 10.0 3.25
122.063 24.283 14.4 3.75
121.663 23.221 28.4 3.34
121.669 24.136 6.3 3.84
121.671 24.141 8.3 4.09
121.395 23.566 14.8 4.04
121.727 24.453 7.5 3.74
122.256 24.185 10.2 3.62
121.684 24.139 8.4 3.52
120.624 22.995 13.3 3.19
120.455 23.350 11.5 4.06
121.610 21.662 7.7 3.13
121.665 24.168 6.9 3.12
122.412 24.829 3.1 3.07
121.609 24.046 10.6 3.22
121.609 24.052 10.2 3.2
122.363 24.816 85.9 3.8
120.958 24.398 5.6 3.12
120.622 23.799 20.0 3.16
121.693 24.067 27.6 3.29
121.983 24.151 46.3 4.07
122.242 24.059 9.4 3.57
120.921 22.745 6.5 3.77
120.887 22.743 9.2 3.18
121.702 23.912 43.6 3.14
120.219 23.189 11.6 3.48
121.946 24.425 22.1 4.61
121.925 24.452 21.1 3.1
120.675 22.810 18.5 3.04
121.793 24.300 6.9 3.28
122.069 24.793 3.0 3.64
121.680 24.156 10.3 3.05
121.641 23.320 29.0 3.09
121.819 24.467 12.1 3.49
121.736 24.981 121.7 3.07
121.417 24.108 6.0 3.11
122.089 24.875 110.2 3.32
121.861 23.765 33.6 3.03
122.204 24.125 5.4 4.17
122.258 24.102 11.2 3.06
122.716 24.111 9.0 3.65
122.773 24.225 20.8 3.34
121.750 24.305 8.6 3.15
122.373 24.833 3.6 3.32
121.937 24.415 24.4 3.6
121.720 23.231 17.5 3.18
122.582 24.791 118.8 3.09
120.752 23.330 14.7 3.98
121.452 22.954 16.2 3.82
121.589 24.764 63.8 4.24
121.648 24.904 105.1 3.02
121.910 24.544 7.8 3.23
121.348 22.888 30.4 3.0
122.337 24.834 6.7 3.28
122.301 24.097 18.1 3.15
122.585 23.867 32.8 4.7
121.949 24.413 24.3 3.1
121.974 24.385 16.9 4.19
121.964 24.399 18.2 4.14
121.963 24.389 18.2 3.77
122.026 24.397 6.7 3.18
122.184 24.499 65.0 3.54
121.425 22.917 36.4 3.66
121.507 24.088 20.3 3.33
121.917 24.419 21.5 3.07
121.689 24.207 5.3 3.46
121.786 24.048 28.6 3.47
121.863 24.415 11.9 3.01
120.562 22.094 34.7 3.38
121.613 24.020 8.8 3.62
121.819 24.458 19.4 3.43
122.507 24.159 35.0 5.2
121.905 21.072 184.6 3.67
121.940 24.780 85.5 3.48
121.905 22.441 4.9 3.88
122.232 24.824 9.4 3.19
121.071 23.944 24.5 3.54
122.776 23.986 13.7 3.87
122.003 24.310 57.8 3.22
122.065 24.833 4.6 3.32
121.076 21.998 11.2 3.43
121.743 23.761 43.2 3.18
122.712 24.037 7.2 3.1
121.372 22.261 12.0 6.03
121.890 24.429 19.0 4.2
121.789 24.104 7.3 4.0
121.796 25.033 138.2 3.21
121.012 23.853 10.1 4.69
121.008 22.477 6.2 3.82
120.935 22.495 3.5 3.28
121.741 24.322 45.9 3.16
121.001 22.471 4.4 4.01
121.329 22.221 7.5 3.16
121.808 24.804 82.9 5.19
121.767 24.823 77.0 3.03
121.791 24.825 82.3 3.09
122.054 24.835 7.4 3.39
121.782 24.824 82.4 3.0
121.623 24.018 8.3 3.4
121.610 24.023 8.6 3.18
121.748 24.360 13.0 3.58
121.685 23.892 16.1 3.71
122.198 24.598 67.6 3.11
121.457 23.924 16.3 3.81
122.493 23.895 8.0 4.17
122.430 23.925 8.8 5.46
122.318 23.912 46.3 3.3
122.374 23.969 15.6 5.48
122.281 23.950 7.4 3.04
122.326 23.961 8.4 3.91
122.268 23.955 9.5 3.84
120.895 23.539 6.4 3.02
121.654 24.133 10.0 3.76
121.649 24.148 4.4 3.14
121.668 24.663 42.0 3.91
122.044 24.371 6.7 3.05
122.005 24.372 9.5 3.32
121.280 22.965 17.4 3.08
122.392 23.719 13.8 4.12
120.056 21.854 60.9 3.19
122.370 24.065 18.3 3.11
121.287 22.182 3.8 3.04
122.315 23.757 3.9 3.24
122.231 22.369 9.3 3.71
121.814 24.507 10.8 3.53
122.002 23.330 25.9 3.39
121.414 23.786 25.3 3.17
122.252 24.051 18.6 3.45
121.828 24.510 8.5 3.87
121.956 23.765 19.2 3.08
121.962 24.979 110.5 3.04
121.324 22.553 26.4 3.26
122.252 23.966 7.1 3.89
121.916 24.168 15.5 3.18
122.427 23.999 14.9 3.89
120.729 23.890 28.8 5.3
120.725 23.883 28.7 3.03
122.262 23.994 5.9 3.31
122.310 23.965 9.8 3.14
121.067 23.944 6.6 3.13
120.979 23.223 9.4 3.18
122.350 24.659 90.0 3.76
122.012 21.565 53.5 3.79
122.269 24.403 70.5 3.0
122.249 24.120 10.6 3.69
120.729 23.893 28.0 3.15
121.871 24.481 3.5 3.44
121.819 24.518 6.6 3.69
121.595 22.858 4.8 4.11
121.689 24.448 41.4 5.26
121.787 24.885 84.8 3.23
121.956 24.387 16.4 3.55
121.834 24.502 9.5 3.01
121.943 24.396 17.4 3.28
122.494 24.888 110.6 3.1
121.341 23.484 4.7 3.35
121.614 24.974 102.6 3.06
122.319 24.076 9.1 3.03
120.739 23.883 27.8 3.02
122.274 24.712 9.8 3.7
122.011 24.867 103.5 5.38
121.321 22.397 7.0 3.25
122.080 25.245 202.9 3.39
121.898 23.841 18.6 3.22
121.344 22.194 12.8 3.13
121.050 24.623 6.0 3.25
121.636 24.097 7.9 3.57
121.503 23.305 32.5 3.08
121.074 21.886 10.6 3.47
121.068 21.890 11.7 3.46
122.257 24.044 7.5 3.3
121.860 24.473 12.6 3.42
122.253 23.938 11.6 3.6
121.776 25.032 134.9 3.31
121.975 24.773 61.9 3.0
121.726 25.130 137.4 3.14
122.531 23.920 11.0 5.17
121.627 24.057 7.5 3.46
121.625 24.059 5.0 3.49
122.363 25.497 266.7 3.73
122.388 25.102 175.7 6.8
122.596 25.162 175.9 3.29
121.874 24.485 14.9 3.19
122.806 23.917 12.2 3.31
121.646 23.527 28.9 3.19
121.360 23.191 20.5 3.15
121.883 24.291 39.4 3.45
122.419 24.882 116.9 3.11
121.112 21.413 29.6 3.17
121.755 23.934 45.8 3.14
122.967 24.454 66.9 5.04
121.518 22.014 14.2 4.56
121.548 22.029 12.3 3.43
120.691 23.580 11.5 3.98
121.703 23.499 26.9 3.03
120.954 23.250 5.9 3.06
120.955 23.229 7.4 3.06
122.347 24.912 14.6 3.06
122.433 23.907 8.3 3.5
122.047 24.920 29.8 3.04
122.465 24.890 14.7 3.14
121.959 24.387 8.2 3.92
121.970 24.409 14.7 3.96
120.819 24.234 9.7 3.04
120.642 22.423 18.5 3.06
121.595 24.154 15.2 3.04
120.104 21.136 53.9 3.25
121.008 24.391 4.5 3.09
